data,language
ഈ വെബ്‌സൈറ്റുകളുടെ ഏതെങ്കിലും ഉള്ളടക്കമോ സ്വകാര്യതാ രീതികളോ ഉൾപ്പെടെയുള്ള ഈ വെബ്‌സൈറ്റുകൾക്ക് ഞങ്ങൾ ഉത്തരവാദികളല്ല.,ml
ഈ വെബ്‌സൈറ്റുകളുടെ ഉപയോഗ നിബന്ധനകൾ സ്വയം പരിചയപ്പെടാൻ ഞങ്ങൾ നിങ്ങളെ ശക്തമായി പ്രോത്സാഹിപ്പിക്കുന്നു.,ml
ഈ വെബ്‌സൈറ്റുകളുടെ നിങ്ങളുടെ ഉപയോഗം നിങ്ങളുടെ സ്വന്തം ഉത്തരവാദിത്തത്തിലും അപകടത്തിലുമാണ്.,ml
സൈറ്റിലോ സൈറ്റിലൂടെയോ ലഭ്യമായ ഉള്ളടക്കം ഉചിതമോ മറ്റ് സ്ഥലങ്ങളിൽ ലഭ്യമോ ആണെന്ന് ഞങ്ങൾ പ്രതിനിധീകരിക്കുന്നില്ല.,ml
സൈറ്റിന്റെ ലഭ്യത അല്ലെങ്കിൽ സൈറ്റിൽ വിവരിച്ചിരിക്കുന്ന ഏതെങ്കിലും സേവനത്തിന്റെ അല്ലെങ്കിൽ ഉൽപ്പന്നത്തിന്റെ ലഭ്യത ഞങ്ങൾ എപ്പോൾ വേണമെങ്കിലും ഏതെങ്കിലും വ്യക്തിക്കോ ഭൂമിശാസ്ത്രപരമായ പ്രദേശത്തിനോ പരിമിതപ്പെടുത്തിയേക്കാം.,ml
നിങ്ങളുടെ ഇടപാടുകളുമായി ബന്ധപ്പെട്ട് നിങ്ങൾ ഞങ്ങൾക്ക് നൽകുന്ന വിവരങ്ങൾ നിയമപാലകർക്ക് ഞങ്ങൾ നൽകിയേക്കാം.,ml
ഞങ്ങൾക്ക് ഉചിതമെന്ന് തോന്നുന്ന നിയമനടപടി സ്വീകരിക്കാം.,ml
"പോഷൻ ട്രാക്കർ പോർട്ടൽ അല്ലെങ്കിൽ ആപ്പ് നിയന്ത്രിക്കുന്നത് ഇന്ത്യാ ഗവൺമെന്റിലെ സ്ത്രീ-ശിശു വികസന മന്ത്രാലയമാണ്, ഇനി മുതൽ ""MWCD"", ""ഞങ്ങളുടെ"", ""ഞങ്ങൾ"", ""ഞങ്ങൾ"" എന്നിങ്ങനെ പരാമർശിക്കപ്പെടുന്നു, അതിൽ മറ്റ് വകുപ്പുകളേയും ഡിവിഷനുകളേയും കുറിച്ചുള്ള ഒരു റഫറൻസ് ഉൾപ്പെടുന്നു. പ്രോഗ്രാം/പ്രചാരണം. ഈ നയത്തിലെ പോഷൻ ട്രാക്കർ പോർട്ടൽ അല്ലെങ്കിൽ ആപ്പിനെ കുറിച്ചുള്ള റഫറൻസുകളിൽ പോഷൻ ട്രാക്കർ അല്ലെങ്കിൽ പോഷൻ ട്രാക്കറുമായി സംയോജിപ്പിച്ചിട്ടുള്ള മറ്റേതെങ്കിലും ആപ്പുകൾ അല്ലെങ്കിൽ പോർട്ടലുകൾ എന്നിവ ഉൾപ്പെടുന്നു.",ml
"ഈ സ്വകാര്യതാ നയം, ഞങ്ങൾ എന്ത് വിവരങ്ങളാണ് ശേഖരിക്കുന്നത്, എന്തിനാണ് ഞങ്ങൾ അത് ശേഖരിക്കുന്നത്, അത് എങ്ങനെ ഉപയോഗിക്കുകയും പങ്കിടുകയും ചെയ്യുന്നു എന്ന് മനസിലാക്കാൻ നിങ്ങളെ സഹായിക്കുന്നതിന് വേണ്ടിയുള്ളതാണ്.",ml
നിങ്ങളുടെ വിവരങ്ങൾ ശേഖരിക്കുകയും നിലനിർത്തുകയും ചെയ്യുന്ന ഏജൻസി MWCD ആണ്.,ml
നിങ്ങളുടെ സ്വകാര്യ വിവരങ്ങളുടെ സുരക്ഷ പരിരക്ഷിക്കുന്നതിനും നിങ്ങളുടെ സ്വകാര്യത സംരക്ഷിക്കുന്നതിനും ഞങ്ങൾ പ്രതിജ്ഞാബദ്ധരാണ്.,ml
"2000-ലെ ഇൻഫർമേഷൻ ടെക്‌നോളജി ആക്‌ട്, അതിന്റെ നിയമങ്ങളും വ്യക്തിഗത ഡാറ്റയുടെ ശേഖരണവും സംസ്‌കരണവുമായി ബന്ധപ്പെട്ട മറ്റ് ദേശീയ, സംസ്ഥാന നിയമങ്ങളും അനുസരിച്ചാണ് സിസ്റ്റത്തിൽ ശേഖരിക്കുകയും പ്രോസസ്സ് ചെയ്യുകയും ചെയ്യുന്ന ഏതൊരു വിവരവും അല്ലെങ്കിൽ ഡാറ്റയും ചെയ്യുന്നത്.",ml
ഈ സ്വകാര്യതാ നയവും സേവന നിബന്ധനകളും നിങ്ങൾ അംഗീകരിച്ചതിന് മേൽ നിങ്ങളുടെ സിസ്റ്റത്തിലേക്കുള്ള പ്രവേശനവും ഉപയോഗവും വ്യവസ്ഥാപിതമാണ്.,ml
"സിസ്റ്റം ആക്‌സസ് ചെയ്യുന്നതിലൂടെയും കൂടാതെ/അല്ലെങ്കിൽ ഉപയോഗിക്കുന്നതിലൂടെയും, നിങ്ങൾ സേവന നിബന്ധനകളും ഈ സ്വകാര്യതാ നയവും വായിക്കുകയും മനസ്സിലാക്കുകയും അവയ്ക്ക് വിധേയരായിരിക്കുകയും ചെയ്യുന്നുവെന്നും നിങ്ങളുടെ വിവരങ്ങളും ഡാറ്റയും ശേഖരിക്കുകയും സംഭരിക്കുകയും ഉപയോഗിക്കുകയും ചെയ്യുന്ന രീതിയിൽ നിങ്ങൾ സമ്മതിക്കുകയും ചെയ്യുന്നു.",ml
ഈ സ്വകാര്യതാ നയത്തിൽ.,ml
"ഈ സ്വകാര്യതാ നയത്തിന്റെ ക്ലോസ് 1-ൽ വിവരിച്ചിരിക്കുന്ന നിങ്ങളുടെ വിവരങ്ങളുടെ ശേഖരണം ഈ സ്വകാര്യതാ നയത്തിന്റെ ക്ലോസ് 2, 3 എന്നിവയിൽ വ്യക്തമാക്കിയ ഉദ്ദേശ്യങ്ങൾ നിറവേറ്റുന്നതിന് ആവശ്യമാണെന്ന് നിങ്ങൾ ഇതിനാൽ അംഗീകരിക്കുന്നു.",ml
നിങ്ങൾ ഒരു അക്കൗണ്ടിനായി സൈൻ അപ്പ് ചെയ്യുമ്പോൾ ഉൾപ്പെടെ ഞങ്ങളുടെ സേവനങ്ങൾ ഉപയോഗിക്കുമ്പോൾ നിങ്ങൾ നൽകുന്ന ഉള്ളടക്കവും മറ്റ് വിവരങ്ങളും ഞങ്ങൾ ശേഖരിക്കുന്നു.,ml
"എന്നിരുന്നാലും, ഡാറ്റ നൽകുന്നത് ഓപ്ഷണൽ ആയിരിക്കുന്നിടത്ത് വ്യക്തിഗത ഡാറ്റ പങ്കിടരുതെന്ന് നിങ്ങൾക്ക് തിരഞ്ഞെടുക്കാം.",ml
1.2. സേവനങ്ങളുടെ ഉപയോഗത്തിൽ നിന്നുള്ള വിവരങ്ങൾ.,ml
"ഞങ്ങളുടെ സൈറ്റുകൾ, ആപ്പ്, പ്ലാറ്റ്ഫോം സാങ്കേതികവിദ്യ എന്നിവയുൾപ്പെടെ ഞങ്ങളുടെ സേവനങ്ങൾ നിങ്ങൾ സന്ദർശിക്കുമ്പോഴോ ഉപയോഗിക്കുമ്പോഴോ ഞങ്ങൾ ഉപയോഗ ഡാറ്റ ലോഗ് ചെയ്യുന്നു.",ml
"കുക്കികൾ, പ്രാദേശിക സംഭരണം, ബ്രൗസർ വെബ് സംഭരണം അല്ലെങ്കിൽ ആപ്ലിക്കേഷൻ ഡാറ്റ കാഷെകൾ, ഡാറ്റാബേസുകൾ, സെർവർ ലോഗുകൾ എന്നിവ ഉൾപ്പെടെയുള്ള വിവരങ്ങൾ ശേഖരിക്കാനും സംഭരിക്കാനും ഞങ്ങൾ വിവിധ സാങ്കേതികവിദ്യകൾ ഉപയോഗിച്ചേക്കാം.",ml
1.3. മൂന്നാം കക്ഷികളിൽ നിന്നുള്ള വിവരങ്ങൾ.,ml
നിങ്ങളുടെ സ്വകാര്യ വിവരങ്ങൾ ശേഖരിച്ചേക്കാവുന്ന മൂന്നാം കക്ഷി സൈറ്റുകൾക്ക് ഞങ്ങളുടെ സിസ്റ്റം API നൽകുന്നു.,ml
അത്തരം വിവരങ്ങളുടെ സുരക്ഷയ്‌ക്കോ അവരുടെ സ്വകാര്യതാ രീതികൾക്കോ ​​മൂന്നാം കക്ഷി സൈറ്റുകളുടെ ഉള്ളടക്കത്തിനോ പോഷൻ ട്രാക്കർ ഒരു തരത്തിലും ഉത്തരവാദിയല്ല.,ml
"കൂടാതെ, മൂന്നാം കക്ഷി സൈറ്റുകളുടെ ചില പേജുകളിൽ ""കുക്കികൾ"" അല്ലെങ്കിൽ മറ്റ് സമാന ഉപകരണങ്ങൾ നിങ്ങൾക്ക് നേരിടേണ്ടി വന്നേക്കാം, ഈ മൂന്നാം കക്ഷി സൈറ്റുകൾ കുക്കികളുടെ ഉപയോഗം സിസ്റ്റം നിയന്ത്രിക്കുന്നില്ലെന്ന് പോഷൻ ട്രാക്കർ ഇതിനാൽ വ്യക്തമാക്കുന്നു.",ml
ഈ മൂന്നാം കക്ഷി സേവന ദാതാക്കൾക്കും മൂന്നാം കക്ഷി സൈറ്റുകൾക്കും നിങ്ങൾ വിധേയമായേക്കാവുന്ന നിങ്ങളുടെ വിവരങ്ങളുടെ സംഭരണവും നിലനിർത്തലും നിയന്ത്രിക്കുന്ന അവരുടെ സ്വന്തം സ്വകാര്യതാ നയങ്ങൾ ഉണ്ടായിരിക്കാം.,ml
ഈ സ്വകാര്യതാ നയം ഈ മൂന്നാം കക്ഷി ദാതാക്കൾക്കും മൂന്നാം കക്ഷി സൈറ്റുകൾക്കും നൽകുന്നതോ സംഭരിച്ചതോ ഉപയോഗിക്കുന്നതോ ആയ ഒരു വിവരവും നിയന്ത്രിക്കുന്നില്ല.,ml
"നിങ്ങൾ ഒരു മൂന്നാം കക്ഷി സൈറ്റിൽ പ്രവേശിക്കുമ്പോൾ, നിങ്ങളുടെ വിവരങ്ങൾ സംരക്ഷിക്കുന്നതുമായി ബന്ധപ്പെട്ട മൂന്നാം കക്ഷി സൈറ്റിന്റെ സ്വകാര്യതാ നയം അവലോകനം ചെയ്യാൻ ഞങ്ങൾ ശുപാർശ ചെയ്യുന്നു.",ml
തിരയൽ ഫലങ്ങളിലോ ഏതെങ്കിലും മൂന്നാം കക്ഷി സൈറ്റുകളിലോ പ്രസിദ്ധീകരിക്കുന്ന വിവരങ്ങൾക്ക് പോഷൻ ട്രാക്കർ ബാധ്യസ്ഥനല്ലെന്ന് നിങ്ങൾ സമ്മതിക്കുകയും അംഗീകരിക്കുകയും ചെയ്യുന്നു.,ml
"ക്ലോസ് 1 പ്രകാരം ശേഖരിക്കുന്ന വിവരങ്ങൾ, ഗുണഭോക്താക്കളുടെ ആരോഗ്യം സുഗമമാക്കുന്നതിന് ഉപയോഗിക്കും.",ml
"സിസ്റ്റത്തിന്റെ വിവരങ്ങൾ/ഡാറ്റ/ മെറ്റീരിയലുകളും ഉള്ളടക്കങ്ങളും അപ്‌ഡേറ്റ് ചെയ്യൽ, സുരക്ഷിതമാക്കൽ, ട്രബിൾഷൂട്ട് ചെയ്യൽ, പിന്തുണ നൽകൽ എന്നിവ ഉൾപ്പെടുന്ന ഞങ്ങളുടെ ഉൽപ്പന്നങ്ങൾ ഞങ്ങൾ നൽകുന്നു.",ml
"നിങ്ങൾ പോഷൻ ട്രാക്കറിൽ രജിസ്റ്റർ ചെയ്യുമ്പോൾ, നിങ്ങൾ രജിസ്റ്റർ ചെയ്ത മൊബൈൽ നമ്പർ, ഡാറ്റാബേസിൽ നിന്ന് നിങ്ങളുടെ റെക്കോർഡ് കണ്ടെത്താൻ ഉപയോഗിക്കും.",ml
പോഷൻ ട്രാക്കർ സിസ്റ്റത്തിൽ രേഖപ്പെടുത്തിയിരിക്കുന്ന ആരോഗ്യനില വിലയിരുത്താനും ഇവ ഉപയോഗിക്കാം.,ml
2.2. നിങ്ങളുമായി ആശയവിനിമയം നടത്തുക.,ml
"രജിസ്ട്രേഷനെ കുറിച്ച് നിങ്ങളെ അറിയിക്കുന്നതിന് ഞങ്ങൾ നിങ്ങളുടെ രജിസ്റ്റർ ചെയ്ത മൊബൈൽ നമ്പറിലേക്ക് SMS-കളും അയയ്‌ക്കുന്നു, നിങ്ങൾ ഞങ്ങളെ ബന്ധപ്പെടുമ്പോൾ നിങ്ങളോട് പ്രതികരിക്കുന്നതിനും പരാതികൾ അന്വേഷിക്കുന്നതിനും പ്രതികരിക്കുന്നതിനും പരിഹരിക്കുന്നതിനും സേവന പ്രശ്‌നങ്ങൾ (ഉദാ.",ml
ബഗുകൾ) എന്നിവയ്‌ക്കും ഞങ്ങൾ നിങ്ങളുടെ വിവരങ്ങൾ ഉപയോഗിക്കുന്നു.,ml
2.3. സ്ഥിരീകരണം.,ml
അക്കൗണ്ടുകൾ സ്ഥിരീകരിക്കാൻ സഹായിക്കുന്നതിന് ഞങ്ങളുടെ പക്കലുള്ള വിവരങ്ങൾ ഞങ്ങൾ ഉപയോഗിക്കുന്നു.,ml
പോഷൻ ട്രാക്കർ നിയന്ത്രണത്തിനും പ്രതികരണത്തിനും വേണ്ടി ആരോഗ്യ നില പരിശോധിക്കുന്നതിന് രേഖകൾ ഉപയോഗിക്കാം.,ml
2.4. സുരക്ഷയും ഓഡിറ്റും.,ml
സുരക്ഷാ ആവശ്യങ്ങൾക്കായി അല്ലെങ്കിൽ ഞങ്ങളുടെ സേവന നിബന്ധനകളുടെ കൂടാതെ/അല്ലെങ്കിൽ ഞങ്ങളുടെ അംഗങ്ങളെയോ സന്ദർശകരേയോ മറ്റുള്ളവരെയോ ഉപദ്രവിക്കാനുള്ള ശ്രമങ്ങൾ തടയാനോ അല്ലെങ്കിൽ സാധ്യമായ വഞ്ചനയോ മറ്റ് ലംഘനങ്ങളോ തടയാനോ അന്വേഷിക്കാനോ ഞങ്ങൾ നിങ്ങളുടെ ഡാറ്റ (നിങ്ങളുടെ ആശയവിനിമയങ്ങൾ ഉൾപ്പെടെ) ഉപയോഗിക്കുന്നു.,ml
സിസ്റ്റത്തിന്റെ സുരക്ഷയ്ക്കും സ്കേലബിളിറ്റിക്കുമായി എംഡബ്ല്യുസിഡി ഏർപ്പെട്ടിരിക്കുന്ന ഓഡിറ്റർമാരാൽ പോഷൻ ട്രാക്കർ സിസ്റ്റം പതിവായി ഓഡിറ്റ് ചെയ്യപ്പെടുന്നു.,ml
അത്തരം ഓഡിറ്റുകൾക്ക് രേഖകൾ ഉപയോഗിക്കാം.,ml
2.5. ഗവേഷണ പ്രവർത്തനങ്ങളും പ്രവർത്തനങ്ങളും.,ml
"ഞങ്ങളുടെ സേവനങ്ങൾ പ്രവർത്തിപ്പിക്കുന്നതിനും ഞങ്ങൾ ഡാറ്റ ഉപയോഗിക്കുന്നു, അതിൽ ഞങ്ങളുടെ പ്രകടനം വിശകലനം ചെയ്യുക, ഞങ്ങളുടെ നിയമപരമായ ബാധ്യതകൾ നിറവേറ്റുക, ഞങ്ങളുടെ തൊഴിൽ ശക്തി വികസിപ്പിക്കുക, ഗവേഷണം ചെയ്യുക എന്നിവ ഉൾപ്പെടുന്നു.",ml
സിസ്‌റ്റം മെച്ചപ്പെടുത്തുന്നതിനും സിസ്റ്റത്തിന്റെ പ്രൊവിഷനോട് ആകസ്മികമോ അനുബന്ധമോ ആയ എല്ലാ പ്രവർത്തനങ്ങൾക്കും പുതിയ സാങ്കേതികവിദ്യകളും സേവനങ്ങളും വികസിപ്പിക്കുന്നതിനും നൽകുന്നതിനും ആവശ്യമായ ചില പ്രവർത്തനങ്ങൾ നടത്തുന്നതിനും ഞങ്ങൾ വിവരങ്ങൾ ഉപയോഗിച്ചേക്കാം.,ml
2.6. സർവേകളും ഫീഡ്‌ബാക്കും.,ml
സിസ്റ്റം പ്രകടനത്തെക്കുറിച്ചും അനുഭവത്തെക്കുറിച്ചും സിസ്റ്റം ഫീഡ്‌ബാക്ക് എടുക്കുന്നു.,ml
മുകളിലെ ക്ലോസ് 1 പ്രകാരം രജിസ്‌ട്രേഷൻ സമയത്ത് നിങ്ങളിൽ നിന്ന് ശേഖരിക്കുന്ന വ്യക്തിഗത വിവരങ്ങൾ സുരക്ഷിതമായി സൂക്ഷിക്കുകയും ആരോഗ്യ പുരോഗതിയും നിലയും ട്രാക്ക് ചെയ്യുന്നതിനും റിപ്പോർട്ടുകൾ സൃഷ്ടിക്കുന്നതിനും ഹീറ്റ് മാപ്പുകൾക്കും മറ്റ് സ്റ്റാറ്റിസ്റ്റിക്കലുകൾക്കും വേണ്ടി ഇന്ത്യാ ഗവൺമെന്റോ സംസ്ഥാന സർക്കാരുകളോ മാത്രമേ ഉപയോഗിക്കൂ.,ml
"രാജ്യത്തെ പോഷൻ ട്രാക്കറിന്റെ മാനേജ്മെന്റിന്റെ ഉദ്ദേശ്യത്തിനായുള്ള ദൃശ്യവൽക്കരണങ്ങൾ,.",ml
മുകളിലെ ക്ലോസ് 1 അനുസരിച്ച് SMS മുഖേന നിങ്ങളോട് ആശയവിനിമയം നടത്തുന്നതിന് നിങ്ങളുടെ റഫറൻസ് ഐഡി (മൊബൈൽ നമ്പർ) നിങ്ങളുടെ സ്വകാര്യ വിവരങ്ങളുമായി മാത്രം ബന്ധപ്പെട്ടിരിക്കും.,ml
3.2. നിയമപരമായ വെളിപ്പെടുത്തലുകൾ.,ml
ഒരു നിയമപരമായ അഭ്യർത്ഥനയ്‌ക്കോ സബ്‌പോണയ്‌ക്കോ മറ്റ് നിയമപരമായ പ്രക്രിയയ്‌ക്കോ മറുപടിയായി ഞങ്ങൾ നിങ്ങളുടെ വിവരങ്ങൾ ആക്‌സസ് ചെയ്യാനും സംരക്ഷിക്കാനും പങ്കിടാനും കഴിയും അല്ലെങ്കിൽ (1) വഞ്ചന അല്ലെങ്കിൽ നിയമവിരുദ്ധ പ്രവർത്തനങ്ങളെക്കുറിച്ച് അന്വേഷിക്കാനോ തടയാനോ നടപടിയെടുക്കാനോ വെളിപ്പെടുത്തൽ ആവശ്യമാണെന്ന് ഞങ്ങൾക്ക് നല്ല വിശ്വാസമുണ്ടെങ്കിൽ അല്ലെങ്കിൽ സർക്കാർ നിർവ്വഹണ ഏജൻസികളെ സഹായിക്കാൻ; (2) നിങ്ങളുമായുള്ള ഞങ്ങളുടെ കരാറുകൾ നടപ്പിലാക്കുക; (3) ഏതെങ്കിലും മൂന്നാം കക്ഷി ക്ലെയിമുകൾ അല്ലെങ്കിൽ ആരോപണങ്ങൾക്കെതിരെ സ്വയം അന്വേഷിക്കുകയും പ്രതിരോധിക്കുകയും ചെയ്യുക; (4) ഞങ്ങളുടെ സേവനങ്ങളുടെ സുരക്ഷയോ സമഗ്രതയോ സംരക്ഷിക്കുക (സമാന ഭീഷണികൾ നേരിടുന്ന കമ്പനികളുമായി പങ്കിടുന്നത് പോലെ); അല്ലെങ്കിൽ (5) ഏതെങ്കിലും വ്യക്തിയുടെ അവകാശങ്ങളും സുരക്ഷയും പ്രയോഗിക്കുകയോ സംരക്ഷിക്കുകയോ ചെയ്യുക.,ml
"ക്ലോസുകൾ 1 പ്രകാരം ശേഖരിക്കുന്ന എല്ലാ വ്യക്തിഗത വിവരങ്ങളും ആപ്ലിക്കേഷൻ സെർവറിൽ നിലനിർത്തും, അത്തരം വിവരങ്ങൾ ഇവന്റിനായി രജിസ്റ്റർ ചെയ്ത ആളുകളുമായി ബന്ധപ്പെട്ടിരിക്കുന്നു.",ml
"പോഷൻ ട്രാക്കറിന്റെ രജിസ്റ്റർ ചെയ്ത ഉപയോക്താക്കളുടെ വ്യക്തിഗത ഡാറ്റ അല്ലെങ്കിൽ അത്തരം ഡാറ്റാസെറ്റുകൾ ഉപയോഗിച്ച് സൃഷ്‌ടിച്ച ഏതെങ്കിലും റിപ്പോർട്ടുകൾ, ഹീറ്റ് മാപ്പുകൾ അല്ലെങ്കിൽ മറ്റ് വിഷ്വലൈസേഷൻ എന്നിവയിലൂടെ സൃഷ്‌ടിച്ച അജ്ഞാതവും സംഗ്രഹിച്ചതുമായ ഡാറ്റാസെറ്റുകൾക്ക് ഇവിടെ പറഞ്ഞിരിക്കുന്നതൊന്നും ബാധകമല്ല.",ml
"എന്നിരുന്നാലും, കാലാകാലങ്ങളിൽ പോഷൻ ട്രാക്കർ സിസ്റ്റം നിർദ്ദേശിക്കുന്ന മാറ്റങ്ങൾ മാത്രമേ ചെയ്യാൻ കഴിയൂ.",ml
ഞങ്ങളിൽ നിന്ന് നിങ്ങൾക്ക് ലഭിക്കുന്ന ആശയവിനിമയങ്ങളോ അവ എങ്ങനെ സ്വീകരിക്കുന്നുവെന്നോ നിങ്ങൾക്ക് മാനേജ് ചെയ്യാൻ കഴിയില്ല.,ml
"കൂടാതെ, നിങ്ങൾ സിസ്റ്റത്തിൽ നിങ്ങളുടെ അക്കൗണ്ട് മാറ്റുമ്പോഴോ ആക്‌സസ് ചെയ്യുമ്പോഴോ അല്ലെങ്കിൽ അതുമായി ബന്ധപ്പെട്ട ഏതെങ്കിലും വിവരങ്ങൾ നൽകുമ്പോഴോ, ഞങ്ങൾ ഒരു സുരക്ഷിത സെർവറിന്റെ ഉപയോഗം വാഗ്ദാനം ചെയ്യുന്നു.",ml
നിങ്ങൾ സിസ്റ്റം ആക്‌സസ്സുചെയ്യുകയും/അല്ലെങ്കിൽ ഉപയോഗിക്കുകയും ചെയ്യുന്നിടത്തോളം കാലം (നേരിട്ടോ അല്ലാതെയോ) നിങ്ങൾ എല്ലായ്‌പ്പോഴും മതിയായ ശാരീരികവും മാനേജുമെന്റും സാങ്കേതികവുമായ സുരക്ഷാ മുൻകരുതലുകൾ എടുക്കുന്നുണ്ടെന്ന് ഉറപ്പാക്കാനുള്ള ബാധ്യത നിങ്ങൾക്കുണ്ടെന്ന് കൂടുതൽ വ്യക്തമാക്കുന്നു.,ml
", നിങ്ങളുടെ ഡാറ്റയുടെ സമഗ്രതയും സുരക്ഷിതത്വവും സംരക്ഷിക്കുന്നതിന്, അതിൽ നിങ്ങളുടെ സ്വകാര്യ വിവരങ്ങൾ ഉൾപ്പെടുന്നതും അതിൽ മാത്രം പരിമിതപ്പെടാത്തതുമായിരിക്കണം.",ml
മാറ്റങ്ങൾക്കായി നിങ്ങൾ ഈ സ്വകാര്യതാ നയം പതിവായി അവലോകനം ചെയ്യണം.,ml
"സിസ്റ്റത്തിലെ ഒരു അറിയിപ്പ് പോലെ, ഈ സ്വകാര്യതാ നയത്തിലെ എന്തെങ്കിലും ഭൌതിക മാറ്റങ്ങളെ കുറിച്ച് എല്ലാ ഉപയോക്താക്കളെയും പൊതുവായി അറിയിക്കുന്നതിന് വാണിജ്യപരമായി ന്യായമായ ശ്രമങ്ങൾ ഞങ്ങൾ ഉപയോഗിക്കും.",ml
"എന്നിരുന്നാലും, സിസ്റ്റത്തിന്റെ ഒരു ഉപയോക്താവെന്ന നിലയിൽ, എന്തെങ്കിലും മാറ്റങ്ങൾക്കായി നിങ്ങൾ പതിവായി സ്വകാര്യതാ നയം പരിശോധിക്കണം.",ml
"ഈ സ്വകാര്യതാ നയത്തിന്റെ പ്രാബല്യത്തിലുള്ള തീയതിയെ പ്രതിഫലിപ്പിക്കുന്ന ഈ സ്വകാര്യതാ നയത്തിന്റെ മുകളിലുള്ള ""അവസാനം അപ്ഡേറ്റ് ചെയ്ത"" തീയതിയും ഞങ്ങൾ അപ്ഡേറ്റ് ചെയ്യും.",ml
പുതിയ സ്വകാര്യതാ നയത്തിന്റെ തീയതിക്ക് ശേഷമുള്ള നിങ്ങളുടെ തുടർച്ചയായ ആക്‌സസ് അല്ലെങ്കിൽ സിസ്റ്റത്തിന്റെ ഉപയോഗം പുതിയ സ്വകാര്യതാ നയം നിങ്ങൾ അംഗീകരിക്കുന്നു.,ml
"നിങ്ങൾ പുതിയ സ്വകാര്യതാ നയം അംഗീകരിക്കുന്നില്ലെങ്കിൽ, നിങ്ങൾ സിസ്റ്റം ആക്സസ് ചെയ്യുന്നത് കൂടാതെ/അല്ലെങ്കിൽ ഉപയോഗിക്കുന്നത് നിർത്തണം.",ml
"നിങ്ങളുടെ വിവരങ്ങളുടെ ശേഖരണം, സംഭരണം, പ്രോസസ്സിംഗ് അല്ലെങ്കിൽ മറ്റ് ഉപയോഗം എന്നിവ അത്തരം ശേഖരണമോ സംഭരണമോ പ്രോസസ്സിംഗോ മറ്റ് ഉപയോഗമോ ചെയ്യുമ്പോൾ ബാധകമായ സ്വകാര്യതാ നയത്താൽ നിയന്ത്രിക്കപ്പെടുമെന്ന് നിങ്ങൾ ഇതിനാൽ അംഗീകരിക്കുന്നു.",ml
MoWCD യുടെ ടെക്നിക്കല്‍ പാര്‍ട്ടര്‍ ഡിജിറ്റല്‍ ഇന്ത്യ കോര്‍പറേഷന്‍ ആണ്.,ml
പോഷകാഹാരക്കുറവ് ഇല്ലാതാക്കുക എന്നതാണ് പോഷണ്‍ട്രാക്കറിന്‍റെ  ലക്ഷ്യം പോഷണ്‍ അഭിയാന്‍റെ കീഴിലുള്ള വിതരണ സംവിധാനത്തെ നിരീക്ഷിച്ച് മെച്ചപ്പെടുത്താന്‍ ഇത് സഹായിക്കുന്നു.,ml
