data,language
"आम दाराय ते जाहांय तेसार दोल कोवाक् होक रेयाक् साड़गोम ओकारे बेगोर जाहांन सिमा ते, जाहान कोपी राइट, सोमपोती, आर बाङ उकु काथा होक सामिल मेनाक् आ; आर बाङ",sat
जाहां गे दाबी जे आमाक् बेबोहाराक् बिसोय जाहांय तेसार दोल को लोसकान होचोकात कोवा। नोवा रोफा खुती पुरुन दाय नोवा बोनोत आर सेवा आर वेबसाइट/एप रेयाक् आमाक् बेभार खोन बांचाव ताहेना।,sat
XVI. जायगा रेयाक् होक,sat
साइट रेयाक् आमाक् बेबोहार आर साइट रेयाक् नोवा लेकान बेबोहार को जानाम जाहां गे बिबाद भारोत रेयाक् कानुन क भितिर मेनाक् आ आर जायगा सिमा होक रेयाक् ठांव नावा दिल्ली हुयुक् आ।,sat
20 दिसेम्बोर 2021,sat
"पोसान आभियान दो प्रोदोगिकी, मित् जोस ञेल लेकाते आर ओडोक् रेयाक् लाभ राकाब काते गिदरा़ को, हारा गिदरा़ को, पेरेच् होड़मो कुड़ी को आर कोड़ान तोवा नुनु होचो आयो को ला़गित् पोसान सोमबों कुड़ाइ को रे सुधार होचो ला़गित् भारोत दिसोम रेयाक् माराङ का़मी होरा काना।",sat
"पोसान ट्रैकार पोर्टाल आर बाङ ऐप महिला आर बाल विकास मंत्रालय, भारोत सोरकार दाराय ते सासोनोक् काना, ओका इना तायोम ""एम.डब्लू.सी.डी."", ""आलेयाक्"", ""आले को"", ""आले"" लेकाते जोनोड़ होचोया ओकारे एटाक् बिभाग को आर कामी होरा/आभियान रेयाक् हाटिञ सामिलोक् आ। नोवा नीति रे पोसान ट्रैकार पोर्टाल आर बाङ ऐप रेयाक् जोनोड़ रे पोसान ट्रैकार आर बाङ जाहान एटाक् ऐप को आर बाङ पोर्टाल सामिल मेनाक् आ ओका ए.पी.आई. / सोम्बोंध साइट को, ऐप, संचार आर सेवा को (""सेवा को"") रेयाक् माध्यम ते पोसान ट्रेकार सांव मेसा मित् आ, ओका इना तायोम सांगे होड़ लेकाते ""पोसान ट्रेकार आर बाङ सेस्टेम"" मेतागाक् आ।",sat
"आलेयाक् उकु दोहो नीति उन रे बाहालोक् आ तिन रे आम आलेयाक् सेवा को (लातार रे बोरनोना) रेयाक् बेबोहारा। नोवा उकू दोहो नीति आम नोवा बुझाव होचो रे गोड़ो लागित् काना जे आले ओका लाय सोदोर तुमाल जारवा या, आले नोवा चेदाक् ले तुमाला, आर नोवा रेयाक् बेबोहार आर हापाटिञ चेत लेका हुय होचोया। आमाक् लाय सोदोर रेयाक् सोम्बोंध रे तुमाल जारवा आर तेयार दोहोवाक् एजेंसी दो एम.डब्लू.सी.डी. काना।",sat
आले आमाक् निजेराक् लाइ सोदोर रेयाक् जा़पती आर उकु दोहो रेयाक् जा़पती ला़गित् ला़गित् ले जिमा मेनाक् लेया। सेस्टेम रे तुमाल जारवा आर का़मी आकान जाहां गे लाइ सोदोर आर बाङ डाटा सुचना प्रोद्योगिकी आधिनियोम 2000 रेयाक् प्रावधान सांव नोवा रेयाग नियोम को आर निजेराक् डाटा रेयाक् जारवा आर का़मी होचो तेत् सांव सोमबोंध एटाक् राष्ट्रोय आर पोनोत कानुन को लेका ते हुय होचोय।,sat
नोवा उकु दोहो निती को ,sat
" रे ञामोक् सेवा सारती जोनोड़ रे पाड़हाव ञाम ला़कती काना। नोवा उकु दोहो निती आर सेवा रेयाक् सा़रती आमाक् सिकार एम सिस्टाम हाबिच् आमाक् सेटेर आर बेबोहार एम सा़रती काना। सेस्टेम हाबिच् सेटेर आर/आर बाङ बेबोहार काते, आम प्रतिनिधिया जे आमाक् सेवा रेयाक् सारती को आर नोवा दानाङ दोहो नीति को पाड़हाव, बुझाव आकात् आ आर बाध्य आकाना, आर आम आमाक् लाय सोदोर आर डाटा को तुमाल जारवा, जोगाव आर गोटावाक् लेका ते बेबोहार होचो ला़गित् सिकार एमोक् आ नोवा दानाङ दोहो नीति रे।",sat
आम नोवा लेकाते सिकारेक् आ जे नोवा दानाङ दोहो नीति रेयाक् खोंड 1 रे बोरनोन आमाक् लाय सोदोर रेयाक् जारवा नोवा दानाङ दोहो नीति रेयाक् के खोंड 2 आर 3 रे निसटा आकान उदेस को पुरा होचो लागित् लाकती या।,sat
1. लाय सोदोर आले ले तुमाल जारवा या,sat
1.1. लाय सोदोर ओका आम आले एमा लेया।,sat
तिन रे आम जाहान खाता लागित साइन आप आ आले ओना बिसोय आर एटाक् लाय सोदोर को तुमाल जारवाया ओका आम आलेयाक् सेवा को रेयाक् बेबोहार ओकतो एमोक आ। नोवा सामिल दाड़ेयाक् आ- (i) ञुतुम (ii) मोबाइल नोम्बोर (iii) जानाम माहित (iv) जानाङ (v) गिदरावाक् ञुतुम (vi) आधार नोम्बोर (vii) ठिकाना,sat
"जुदी आम जाहान तेयार ओडोक आर बाङ गुन एम होचो लागित लाकतियाक् डाटा बाङ एम बाछावा, एनखान आम ओना तेयार ओडोक् आर बाङ गुन रेयाक् बेबोहार बाम दाड़ेयाक् आ। एन रे हों, आम निजेराक् डाटा बाङ हा़टिञ होचो बाछाव दाड़ेयाक् आ ओका रे डाटा एम होचो दो एपेटाक् काना।",sat
1.2. सेवा को रेयाक् बेबोहार खोन लाय सोदोर।,sat
"तिन रे आम आलेयाक् साइट, एप आर पेलेटफोर्म ताकनिक सांव आलेयाक् सेवा को रो चालाक् आ आर बाङ खान बेबोहारा एन खान आले डाटा लोग आ।",sat
"आले तिनाक् गान मामला रे आमाक् लाइ सोदोर तुमाल जारवा होचो आर बेबोहार ला़गित् कुकिज, नोंडेनाक् जोगाव, जे लेका ब्राउजार वेब स्टोरेज आर बाङ एपलिकेसोन डाटा केस, डाटा बेस आर सार्बार लोग सेलेद लाइ सोदो तुमाल जारवा होचो आर जोगाव होचो ला़गित् भेनेगार ताकनिक को रेयाक् बेबोहार दाड़ेयाक् आ।",sat
1.3. तेसार दोल खोन लाइ सोदोर।,sat
"आलेयाक् सेस्टेम तेसार दोल साइट को ए. पी. आइ. एमोक् आ ओका आमाक् निजेराक् लाइ सोदोर जारवा दाड़ेयाक् आ। पोसान ट्रेकार ओनकान लाइ सोदोर आर बाङ ओना रेयाक् दानाङ दोहो आरी को आर बाङ ओना तेसार दोल साइट को रेयाक् बिसोय जा़पती होचो ला़गित् जाहां लेका ते गे दाय बा़नुक् आ। नोवा छाडा, आम तेसार दोल साइट को रेयाक् तिनाक् गान साहटा को रे “कुकिज” आर हाङ एटाक् सोमान डिबाइस रेयाक् हों दाराम दाड़ेयाक् आ आर पोसान ट्रकार दाराय ते नोवा पुस्टाव होचोया जे सेस्टेम नोवा तेसार दोल साइट को दाराय ते कुकिज रेयाक् बेबोहार को बाङ कोबोज दाड़ेयाक् आ। नोवा को तेसार दोल सेवा एमोक् को आर तेसार दोल साइट को रेयाक् आजाक् दानाङग दोहो निती को हुय दाड़ेयाक् ओका आमाक् लाइसोदोर रेयाक् जोगाव आर ञाम रुवाड़ को कोबोजा, ओका भितिर रे आमेम हुय दाड़ेयाक् आ। नोवा दानाङ दोहो निती नोवा को तेसार दोल एमोक् को आर तेसार दोल साइट को दाराय ते एम, दोहो जारवा आर बाङ बेबोहार होचोवाक् जाहां गे लाइ सोदोर को बाय कोबोजा। आले बाताव एमा जे तिन रे आम जाहां तेसार द्ल साइट रे बोलोना, एनखान आम तेसार दोल साइट रेयाक् दानाङ दोहो निती तुलापायलाय मे चेदाक् जे नोवा आमाक् लाइ सोदोर रेयाक् जापती सांव सोमबोंध मेनाक् आ। आम सिकार आर सिकार एम काते जे पोसान ट्रेकार पानते कुड़ाइ को रे आर बाङ जाहां तेसार दोल रेयाक् साइट दाराय ते छापा सोदोर लाइ सोदोर ला़गित् दाय बाम हुयाक् आ।",sat
2. आले निजेराक् लाइ सोदोर रेयाक् बेबोहार चेत् लेका ले कोरावा,sat
आले आलेयाक् जोतो सेवा को खोन तुमाल जारवा लाइ सोदोर रेयाक् बेबोहार नोवा को उदेस ला़गित् ले हुय होचोया:,sat
2.1. आलेयाक् सेवा के एम मे।,sat
खोंड 1 भितिर तुमाल जारवा आकान लाइ सोदोर रेयाक् बेबोहार लाभ ञाम कोवाक् पोहलांग को सुबिद तेयार रेयाक् उदेस ते हुय होचोया।,sat
"आले आलेयाक् तेयार ओडोक् एमोक् आ, ओका रे सेस्टेम रेयाक् लाइ सोदोर/डाटा/बिसोय आर बिसोय को आपडेट होचो, जापती होचो आर दिगधा रेयाक् सात होचो सामिल मेनाक् आ, सांव ते गोड़ो एम हगोचो हों सामिल मेनाक् आ।",sat
"तिन रे आम पोसान ट्रेकार रे ञुतुम ओल होचोया, एन खान ओका मोबाइल नोमबोर ते आम ञुतुम ओलआकात् आ, ओना तेयाक् बेबोहार डाटा बेस खोन आमाक् रेकोर्ड रेयाक् तोलास हाताव ला़गित् हुय होचोया। नोवा को रेयाक् बेबोहार पोसान ट्रेकार सोस्टेम रे दाखिल पोहलांग ओबोसता रेयाक् दोसा रेकोर्ड ला़गित् हों हुय होचो दाड़ेयाक् आ।",sat
2.2. आम सांव रोपोड़।,sat
"आले आम ञुतुम होचो बाबोत ते हुसियार होचो ला़गित् आमाक् ञुतुम ओल मोबाइल नोम्बोर रे एस.एम.एस. हों कुला, आले आमाक् लाइ सोदोर रेयाक् बेबोहार आम जोबाब एम ला़गित् हों ले कोरावा तिन रे आम आले सांव सोमपोक आ आर तेंगान होचो, लालीस को रेयाक् जोबाब एम.आर. सात् होचोला़गित् सेवा काथा को (जे लेका बागस)।",sat
2.3. ञेल मिलाव।,sat
खाता को ञेल मिलाव होचो रे गोड़ो ला़गित् आले आम ठेन मेनाक् आ लाइ सोदोर रेयाक् बेबोहारा। पोसान ट्रेकार कोबोज आर रोड़ रुवाड़ रेयाक् उदेस को ला़गित् रेकोर्ड रेयाक् बेबोहार पोहलांग दोसा रेयाक् ञेल मिलाव ला़गित् हुयहोचो दाड़ेयाक् आ।,sat
2.4. जा़पती आर हिसाब ओल ञेल।,sat
"आले आमाक् डाटा (आमाक् सांचार मेसा) रेयाक् बेबोहार जा़पती उदेस को ला़गित् आर बाङ हुय दाड़े धोखा घाड़ी आर बाङ आलेयाक् सेवा रेयाक् सारती को रेयाक् एटाक् साड़गोम को आकोट आर बाङ ञेल होचो आर आर /आर बाङ आले रिन रासिया को, ञेंञेल को आर बाङ एटाक् को लोसकान सेटेर रेयाक् कुरुमुटु ला़गित् का़मिया।",sat
सेस्टेम रेयाक् जा़पती आर नाप दोहो ला़गित् एम.डब्लु.सी.डी. दाराय ते लागाव हिसाब किताब ञेंल के दाराय ते पोसान ट्रेकार सेस्मटेम रेयाक् दिनामाक् लेका ते हिसाब दोहो होचोया। नोवा लेकान हिसाब ञेल ला़गित् रेकोर्ड रेयाक् बेबोहार होचोया।,sat
2.5. तोलास हाताव आर का़मी चालाव चोगोड़ को।,sat
"आले आमाक् सेवा को चालाव होचो ला़गीत् हों डाटा रेयाक् बेबोहारा, ओका रे आलेयाक् उदुक् सोदोर रेयाक् बिसलेसान होचो, आलेसाक् आइन दाइ को पुरा होचो, आलेयाक् का़मी दाड़े रेयाक् लाहा होचो आर खोंरोन का़मी सामिल मेनाक् आ। आले सेस्टेम रे सुही ला़गित् आर सेस्टेम रेयाक् प्रावधान लागित् सोमबोंध आर बाङ गोड़ोवाक् जोतो का़मी ला़गिक् आर नावा तानिक को आर सेवा को लाहा होचो आर एम. ला़गित् तिनाक् गान ला़कतीयाक् चालाव होचो ला़गित् लाइसोदोर रेयाक बेबोहार दाड़ेयाक् आ।",sat
2.6. सार्बे आर फिडबेक को।,sat
"सिस्टेम हों सिस्टेम उदुक् सोदोर आर ञेलहेरेड़ बाबोत ते फिडबेक हों हातावा। नोवा को उदेस ला़गित् ञुतुम, मोबाइल नोम्बोर, ञुतुम ओल रेयाक् माहित आर पोहलांङ दोसा रेयाक् लाइ सोदोर बेभार होचो दाड़ेयात् आ",sat
3. लाइ सोदोर रेयाक् हाटिञ होचो,sat
3.1. पोहलाङ लाहांती रे नोजोर दोहो।,sat
"नोवा खोंड 1 रेयाक् भितिर ञुतुम ओल ओकतो आम तुमाल जारवा आकाद निजेराक् लाइ सोदोर को जा़पती लेका ते जारवा होचोया आर ओना रेयाक् बेबोहार एकेन भारोत सोरकार आर बाङ पोनोत सोरकार दाराय ते पोहलांङ लाहनती आर दोसा रे नोजोर दोहो, रिपोर्ट तेयार होचो, हीट मैप आर एटाक् सांख्यिकीय उदेस को ला़गित् हुय होचोया। दिसोम रे पोसान ट्रेकार रेयाक् बेबोसता उद्स ला़गित् विज़ुअलाइज़ेशन। आमाक् जोनोड़ आइ़.डी.(मोबाइल नोम्बोर) दो आमाक् निजे लाइ सोदोर सांव गोड़ो सोमबोंध ताहें ना आम सांचार लेका ते खोंड 1 लेका ते एस.एम.एस. हुयुक् आ।",sat
"आले आमाक् सिकार बेगोर जाहांन एटाक् तेसार दोल को आमाक् लाइ सोदोर रेयाक् राड़ा उदुक् आर बाङ लाइ चापाल बाले कोरावा, तिन हाबिच् नोंका ओल सोदोर आर बाङ लाइ उचाड़ बाङ हुयुक्:",sat
1. जाहां गे बाहाल आइन आर बाङ काचारी रेयाक् हुकुम आर बाङ उदुसोदोर रेयाक् पालोन होचो ला़गित् ला़कतिया; आर बाङ।,sat
"2. जाहां गे बेस हुयुक् सोरकारी एजेनसी दाराय ते बाहाल कानुन लेका ते, एटाक् काथा को सांव, चिनहाव रेयाक् ञेल मिलाव, आकोट दाराम, तोलास हाताव, तेंघान, जोजना तेयार आर बाङ जाहां गे आपराध आर बाङ घोटना को रेयाक् साजा रेयाक् उदेस ते नेहोर होचो आकान।",sat
3.2. आइन रेयाक् खुलासा को।,sat
"आले कानूनी नेहोर, सम्मन, आर बाङ एटाक् कानूनी का़मी को रेयाक् जोबाब रे आमाक् लाइ सोदोर को आ़तुर, जा़पती आर हा़टिञ होचो दाड़ेया आ आर बाङ जुदी आले मित् बेस पातियाव मेनाक् आ जे सोदोरोक् बेस लेका ते ला़कतीया (1) धोखाधड़ी आर बाङ बे होक का़मी तेत को रेयाक् सोमबोंध रे तेंघान, आकोट दाराम आर बाङ का़मी होचो आर बाङ सोरकारी बोदोल एजेंसी को रेयाक् गोड़ो ला़गित्; (2) आम सांव आलेयाक् काथा एम को बाहाल होचो; (3) जाहांय तेसार दोल कोवा दाबी को आर बाङ दोस लागाव रेयाक् तेंघान होचो आर उनियाक् बांचाव होचो; (4) आलेयाक् सेवाको रेयाक् जा़पती आर बाङ हा़टिञ बाङ दाड़े रेयाक् रोफा होचो (जे लेका सोमान कोटोक् रेयाक् दाराम होचोवाक् कोम्पानी को सांव हा़टिञ होचो); आर बाङ (5) जाहांय होड़ा होक को आर जा़पती रेयाक् बेबोहार आर बाङ रोफा होचो।",sat
4. आकोट दोहो,sat
"ञुतुम ओल ओकतो खोंड 1 भितिर आम तुमाल जारवा आकात् जोतो निजेराक् लाइ सोदोर उनहाबिज दोहोया तिन हाबिच् आमाक् रेकोर्ड तेयार ताहेंना आर जुदी जाहांय रारानिक् आर बाङ सासोन चालाविच् दोखोला खोंड 2 भितिर एहोब होचो आकान, लातार रे एमाकान खोंड 4(बी) भितिर, ओनका ला़गित् इना तायोम रेयाक् ओकतो लेका ते नोवा लेकान दोखोल एम को पुराव होचो ला़गित् ला़कतिया।",sat
"खोंड 1 भितिर तुमाल जारवा कान जोतो निजोराक् लाइ सोदोर को एपलिकेसान सार्बार रे नोवा हाबिज दोहोया जे नोंकान लाइ सोदोर उनकु होड़को सांव सोमबोंध हुयुक्, ओका घोटना ला़गित् ओल होचो आकाना।",sat
"पोसान ट्रेकार रेयाक् ञुतुम ओल बेबोहार कोवाक् निजेराक् डाटा आर बाङ जाहां गे रिपोर्ट, हीट मैप्स आर बाङ ओनकान डाटासेट रेयाक् बेबोहार काते तेयारा कान एटाक् विज़ुअलाइज़ेशन दाराय ते जानाम बाङ बाडाय, समेकित डाटासेट रे नोडे गोटा आकान जाहांनाक् गे बाय लागुक् आ।",sat
5. होक,sat
"मित् ञुतुम ओल बेबोहारिच लेकाते, आम जाहां तिन ओकतो रेगे आमाक् प्रोफाइल हाबिच् सेटेरेयाक् होक मेनाक् आ। बाङ रेहों, बोदोल को एकेन पोसान ट्रेकार सेस्टेम दाराय ते ताल ताल रे निस्टावाक् लेकाते गे का़मी होचो दाड़ेयाक् आ।",sat
आम आले ठेन खोन ञामोगाक् सांचार को रेयाक् बेबोसता बाम दाड़ेयाक् आ आर बाङ आम ओना चेकाते ञामा।,sat
6. डाटा जापती,sat
"पोसान ट्रेकार प्लेटफॉर्म रे आमाक् दानाङ दोहो आर निजेराक् लाइ सोदोर को लोसकान, बाड़िज बेबोहार, बेहोक आ़तुर, सोदोरोक्, नोसटो आर बाहाल कानून को पालोन रे लाइसोदोर रेयाक् बोदोल खोन बांचाव ला़गित् बेस जा़पती उपाय आर जा़पती उपाय काना। नोवा छाडा, तिन रे आम सेस्टेम रे माक् खाता बोदोला आर बाङ आ़तुरा आर बाङ ओना सांव सोमबोंध जाहान लाइ सोदोर, आले मित् जा़पती सार्बार रेयाक् बेबोहार ला़गित् उदुगा। नोवा आर लाहा सेत पुसटाव होचोया जे तिन हाबिच् आम सेस्टेम (सोझे आर बाङ आचुर लेका ते) रेयाक् बेबोहार आर /आर बाङ बेबोहारा, नोवा गोटा होचो रेयाक् दाइत काना जे आम आमाक् ताह रे जोतो ओकतो पुरा भौतिक, बेबोसता तेयार आर तकनीकी जा़पती उपाय होचोया। आमाक् डाटा रेयाक् बाङ हाटिञ आर जा़ुती को तेयार दोहो ला़गित् ओका रे आमाक् निजेराक् लाय सोदोर सा़मिल हुयुक् आ आर जाहन सिमा रे बाङ हुयुक् आ।",sat
7. उकु दोहो नितिरे बोदोल,sat
"पोसान ट्रेकार नोवा दानाङ दोहो निती रेयाक् जाहां गे हिंस को जाहां तिन ओकतो रेगे बोदोल, सुधार होचो, जोड़ाव आर बाङ ओचोक् रेयाक् बेगोर सारती होक जापती दोहोया, आम बिसेस लेकाते नोंकान बोदोल बाबोत ते एतलाय एम बेगोर। जाहां गे बोदोल के आर बाङ हाली राकाब लोगोन ते पोरभाव हुयुक् आ। बोदोल को ला़गित् आम नोवा दानाङ दोहो निती रेयाक् दिनाम लेकाते तुला पायला ला़कती।",sat
"आले नोवा दानाङ दोहो निती रे जाहां गे भौतिक बोदोल बाबोत ते जोतो बेभार को जाव गे इतलाइ एम ला़गित् बेबसा का़मी लेका ते बेस कुरुमुटु रेयाक् बेबोहारा, जे लेका सेस्टेम रे मित् इतलाय रेयाक् माध्याम ते। एऩ रे हों, सेस्टेम रिनिज मित् बेभारिज लेका ते, आम जाहां गे बोदोल ला़गित् दिनाम वेकाते दानाङ दोहो निती रेयाक् तेंघान होचो ला़कती। आले नोवा दानाङ दोहो निती रेयाक् चोट रे “मुचात् आपडेटेड” मा़हित हों आपडेट आ, ओका नोवा दानाङ दोहो निती रेयाक् प्रोभाव माहित को उदुगा। नावा दानाङ दोहो निती रेयाक् माहित तायोम सेस्टेम रेयाक् आमाक् लेताड़ आ़तुर आर बाङ बेबोहार नावा दानाङ दोहो निती रेयाक् आमाक् सिकार एम तेयारा। जुदी आम नावा दानाङ दोहो निती सांव सिकार बा़नुक् मिया, एन खान आम सेस्टेम हाबिच् सेटेर आर /आर बाङ बेबोहार बोंदो होचो ला़गती। आम नोवा दाराय ते सिकारेक् आ जे आमाक् लाइ सोदोर रेयाक् जाहांगे जारवा, जोगाव, का़मी होचो तेत् आर बाङ एटाक् बेबोहार को ओनकान जारवा, जोगाव, का़मी होचो तेत् आर बाङ एटाक् बेबोहार रेयाक् ओकतो बाहाल दानाङ दोहो निती दाराय ते कोबोज होया।",sat
पोसान ट्रेकार रे केरियार को,sat
आले बेनाव का़मी रे ले पातियावाक् आ ।. पोसान ट्रेकार  कुड़ी होपोन आर गिदरा़ हारा राकाब रेयाक् मित् प्रोजेकट काना ।. डिजिटाल इनडिया कारपोरेसान दो  एम.ओ.डब्लु.सी.डी रेयाक् ताकनिकी  भागिदारी काना । पोसान ट्रेकार भारोत खोन  कुपोसान चाबा होचो रे  का़मी काना।. नोवा पोसान  आभियान रेयाक् भितिर का़मी एम  रे ञेल सामटाव आर सुधार होचो ला़गित् मित् तोंत्रो लेका ते का़मी काना.,sat
चाकरी को झिजा,sat
This page isn’t working,sat
"If the problem continues, contact the site owner.",sat
HTTP ERROR 429,sat
null,sat
Reload,sat
