data,language
"पोषन ट्रेकारजों डाटा खौसे खालामनो आरो बाहायगिरिफोरखौ दिन्थिनाय खालामनाय एएसपिआ बेफोबायदि डाटानि फोसाबनायनि थाखाय आबुं महरै बिबानगोनां जागोन आरो बे रोखोमै होजानाय जायखिजाया डाटाजों सोमजिनो हानाय जायखिजाया डाटा आबुङै बेफोरबायदि थामथि हानजानि लोगो जागोन। जायखिजाया गोरोन्थि डाटानिफ्राय सोमजिनाय नोगोरारि एबा दायगोनां बिबान, खालि सोमोन्दोगोनां एएसपिनि खाथिआव थागोन।",brx
XV. ख'हा सुफुंनाय आरो बिबाननि सिमा,brx
"नोंथाङा जायखिजाया आरो गासै दाबिफोर, खहाफोर, बिबानफोर, ख'हाफोर, लेथाफोर, बेसेनफोर एबा दाहारफोर, आरो खरसाजों लोगोसे, नाथाय जायखिजाया दायहोनाय आरो थामथि हानजानि आयेनारी खामानिजों सोमोन्दोगोनां उकिलनि मासुलनिफ्राय सिमागोनां नङैसिम आरो बेनि बेरेखा ख'हागोनां नङै पोषन ट्रेकार आरो बेनि हेफाजाबगिरिफोर, बेनि बिबानगिरिफोर, बिथोनगिरिफोर, मावफारियाफोर आरो एजेन्टफोरनि रैखा, ख'हा सुफुंनाय आरो होबथानो थाखाय राजि दं:",brx
साइट आरो सिबिथायाव नोंथांनि बाहायथि आरो एक्सेस;,brx
बे गोरोबथानि जायखिजाया बोसोनखौ नोंथाङा सेफायनाय;,brx
"जायखिजाया थामथि हानजानि मोनथाय सेफायनाय, जेराव जेबो सिमा गैयाजासे, गोबां कपिराइट, सम्फथि एबा फोथायथाव फोरमायनो हायै मोनथाय थाफायो; एबा",brx
जायखिजाया दाबि जाय नोंथांनि बाहायगिरि मुवानि बबेबा थामथि हानजाखौ ख'हा खालामदों। बे रैखा आरो ख'हा सुफुंनाय बिबान बे गोरोबथा आरो सिबिथाय आरो वेबसाइट/ एपनि नोंथांनि बाहायथिनिफ्राय रैखा मोननानै थागोन।,brx
XVI. गोहो बाहायनाय जायगा,brx
साइटनि नोंथांनि बाहायथि आरो साइटनि बेफोरबायदि बाहायथिजों सोमजिनो गोनां जायखिजाया नांलायनाय भारतनि आयेननि सिङाव दं आरो गोहो बाहायनाय जायगानि थावनिआ गोदान दिल्ली जागोन।,brx
20 दिसेम्बर 2021,brx
"पोषन अभियाना टेक्न'ल'जि, मोनसे थांखिगोनां आवगायबोनाय आरो कन्भारजेन्सनि मुलाम्फा दैखांनानै खुदियाफोर, देरफुनायफोर, गोरबोआव थानाय आइजोफोर आरो आहार दौग्रा बिमाफोरनि थाखाय पोषन सोमोन्दोगोनां फिथाइफोराव फोसाबनाय खालामनायनि थाखाय भारतनि गाहाइ हाबाफारि।",brx
"पोषन ट्रेकार पर्टेल एबा एपआ आइजो आरो खुदिया जौगानाय बिफान, भारत सरखारनि दारा खुंजानाय, जायखौ बेनि उनाव ""एमडब्लिउसिडि"", ""जोंनि"", ""जों"", ""जों"" नि महराव मख'नाय जायो जेराव गुबुन बिफानफोर आरो हाबाफारि/ केम्पेइननि बाहागो राननायफोरनि मख'नाय सोदेरनाया थानो हागौ। बे आयेनाव पोषन ट्रेकार पर्टेल एबा एपनि सोमोन्दोआव पोषन ट्रेकार एबा बबेबा गुबुन एप एबा पर्टेल दंफायो जाय एपिआइ/ मख'नाय साइटफोर, एप, कमिउनिकेसनफोर आरो सिबिथायफोर (""सिबिथायफोर"") नि गेजेरजों पोषन ट्रेकारनि लोगोआव खौसेयै दं, जायखौ बेनि उनाव जथाय महराव ""पोषन ट्रेकार एबा खायदा"" बुंनाय जायो।",brx
"जोंनि प्राइभेसि पलिसिआ बैसिम सोलियो जेब्लासिम नोंथाङा जोंनि सिबिथायफोर (गाहायाव फोरमायनाय) नि बाहायथि खालामो। बे प्राइभेसि पलिसिआ नोंथांखौ बेखौ बुजिनायाव मदद खालामनो थाखाय नंगौ दि जों बबे खौरां खौसे खालामो, जों बेखौ मानो खौसे खालामो, आरो बेनि बाहायथि आरो राननाय माबोरै खालामनाय जायो। नोंथांनि मिथिनायनि सोमोन्दोआव थुबुर खालामनाय आरो बानायना लाखिनाय एजेन्सि एमडब्लिउसिडि जायो।",brx
"जों नोंथांनि गावआरी खौरांनि रैखाथि आरो नोंथांनि प्राइभेसिनि रैखाथिनि थाखाय खोथा होनाय जायो। सिस्टेमाव जथायनाय आरो खौसे खालामनाय जायखिजाया खौरां एबा डाटा इनफर्मेसन टेक्न'ल'जि आयेन, 2000 नि इयुननि राहाजों लोगो लोगो बेनि नेमफोर आरो गावआरी डाटानि खौसे खालामनाय आरो प्रसेसिंजों सोमोन्दो गोनां गुबुन हादरारि आरो राइजो आयेनफोरनि बादियै खालामनाय जायो।",brx
बे प्राइभेसि पलिसिखौ ,brx
" आव मोननो हानाय सिबिथायनि बोसोनफोरनि थाफानायाव फरायजानाया गोनांथार। बे प्राइभेसि पलिसि आरो सिबिथायनि बोसोनफोरनि नोंथांनि नाजावनायाव सिस्टेमसिम नोंथांनि मोनहैनाय आरो बाहायनाया नेमनि सिङाव जायो। सिस्टेमसिम मोनहैनाय आरो/ एबा बाहायनाय खालामना, नोंथाङा थान्दैथि खालामो दि नोंथाङा सिबिथायनि बोसोनफोर आरो बे प्राइभेसि पलिसिखौ फरायना, बुजिना लादों आरो बाध्यगोनां, आरो नोंथाङा नोंथांनि खौरां आरो डाटाखौ ज' खालामना, खौसे खालामना आरो थि खायदाजों बाहायनायखौ खालामनायनि थाखाय बे प्राइभेसि पलिसिआव गनायथि होयो।",brx
नोंथाङा बेयावहा गनायथियो दि बे प्राइभेसि पलिसिनि खोन्दो 1 आव नोंथांनि खौरांनि खौसे खालामनाया बे प्राइभेसि पलिसिनि खोन्दो 2 आरो 3 आव थि थांखिफोरखौ जाफुंसार खालामनायनि थाखाय गोनांथार।,brx
1. जों ज' खालामनाय खौरां,brx
1.1. नोंथाङा जोंनो होनाय खौरां।,brx
"जेब्ला नोंथाङा बबेबा एकाउन्टनि थाखाय साइनआप खालामो, अब्ला जों बे मुवा आरो गुबुन खौरांखौ खौसे खालामो जायखौ नोंथाङा जोंनि सिबिथायफोर बाहायनाय समाव होयोमोन। बेयाव थाफानो हायो- (i) मुं (ii) जानबुं अनजिमा (iii) जोनोमनि खालार (iv) आथोन (v) खुदियानि मुं (vi) आधार अनजिमा (vii) थं",brx
"जुदि नोंथाङा बबेबा बेसाद एबा सुबिदा होनायनि थाखाय गोनांथि जानाय डाटा होयैखौ सायख'यो, अब्ला नोंथाङा बै बेसाद एबा सुबिदानि बाहायथि खालामनो हानाय नङा। अदेबानि, नोंथाङा गावआरी डाटा रानैखौ सायख'नो हायो जेराव डाटा होनाया गाव गोसोआरी जायो।",brx
1.2. सिबिथायफोरनि बाहायथिनिफ्राय खौरां।,brx
"जेब्ला नोंथाङा जोंनि साइट, एप आरो प्लेटफर्म टेक्न'ल'जिजों लोगोसे जोंनि सिबिथायफोराव थाङो एबा गुबुन रोखोमै बाहायथि खालामो अब्ला जों बाहायथि डाटा लगफोरखौ खालामो।",brx
"जों माखासे जाथायफोराव नोंथांनि खौरां खौसे खालामो आरो बाहायथिनायनि थाखाय कुकिज, लकेल स्टोर, जेरै ब्राउजार वेब स्टोरेज एबा एप्लिकेसन डाटा केचे, डाटाबेस आरो सार्भार लगजों लोगोसे खौरां खौसे खालामनाय आरो ज' खालामनायनि थाखाय गुबुन गुबुन टेक्न'ल'जिफोरनि बाहायथि खालामनो हायो।",brx
1.3. थामथि हानजाफोरनिफ्राय खौरां।,brx
"जोंनि सिस्टेमआ थामथि हानजा साइटफोरखौ एपिआइ होयो जाय नोंथांनि गावआरी खौरां खौसे खालामनो हायो। पोषन ट्रेकारा बेफोरबायदि खौरां एबा बेनि प्राइभेसि खायदाफोर एबा बै थामथि हानजा साइटफोरनि मुवानि रैखाथिनि थाखाय जायखिजाया रोखोमाव बिबानगोनां नङा। बेनि उफ्रायै, नोंथाङा थामथि हानजा साइटफोरनि माखासे बिलाइफोराव ""कुकिज"" एबा गुबुन समान डिभाइसफोरनिबो मोगामोगि जानो हागौ आरो पोषन ट्रेकार दारा बेयो रोखा खालामनाय जायो दि सिस्टेमा बेफोर थामथि हानजा साइटफोरनि दारा कुकिजनि बाहायथिखौ सामलायनायखौ खालामा। बेफोर थामथि हानजा सिबिथाय होगिरिफोर आरो थामथि हानजा साइटफोरनि नोंथांनि प्राइभेसि पलिसिफोर थानो हागौ जाय नोंथांनि खौरांनि बाख्रि आरो हमथाना लाखिनायखौ सामलायो, जायनि नोंथाङा सिङाव जानो हायो। बे प्राइभेसि पलिसि बै थामथि हानजा होगिरिफोर आरो थामथि हानजा साइटफोरनि दारा होनाय, ज' खालामनाय एबा बाहायजानाय जायखिजाया खौरांखौ सामलायनो हाया। जों मोजां होननानै बुंङो दि जेब्ला नोंथाङा बबेबा थामथि हानजा साइटाव हाबो, अब्ला नोंथाङा थामथि हानजा साइटफोरनि प्राइभेसि पलिसिनि नायबिजिरनायखौ खालामो मानोना बेयो नोंथांनि खौरांनि रैखाथिजों सोमोन्दो गोनां। नोंथाङा राजि जायो आरो गनायथि खालामो दि पोषन ट्रेकार नायबिजिरनाय फिथाइफोराव एबा बबेबा थामथि हानजानि साइटनि दारा फोसावजानाय खौरांनि थाखाय बिबानगोनां जाया।",brx
2. गावआरी खौरांखौ जों माबोरै बाहायो,brx
जों नोंथांनि गासै सिबिथायफोरनिफ्राय खौसे खालामनाय खौरांनि बाहायथि गाहायाव होनाय थांखिनि थाखाय खालामो:,brx
2.1. जोंनि सिबिथायफोर रान।,brx
खोन्दो 1 नि बादियै खौसे खालाम जानाय खौरांनि बाहायथि मुलाम्फायारिनि सावस्रिखौ सुबिदागोनां बानायनायनि थांखिजों खालामनाय जागोन।,brx
"जों जोंनि बेसाद दिहुननाय खालामो, जेराव सिस्टेमनि खौरां/ डाटा/ मुवा आरो मुवाखौ आपडेट खालामनाय, रैखाथि खालामनाय आरो जेंना सुस्रांनाय खालामनाया थाफायो, लोगोसे हेफाजाब होनायाबो थाफायो।",brx
"जेब्ला नोंथाङा पोषन ट्रेकाराव रेबथुमनाय खालामो, अब्ला जाय जानबुं अनजिमानिफ्राय नोंथाङा रेबथुमनाय खालामो, बेनि बाहायथि डाटाबेसनिफ्राय नोंथांनि रेकर्डखौ मिथिना मोननो थाखाय खालामनाय जागोन। बेफोरनि बाहायथि पोषन ट्रेकार सिस्टेमाव रेबथुमनाय सावस्रि थासारिनि साननाय खालामनायनि थाखायबो खालामनाय जानो हागौ।",brx
2.2. नोंथांजों जगाजग खालामो।,brx
"जों नोंथांखौ रेबथुमनायनि बागै सांग्रां खालामनायनि थाखाय नोंथांनि रेबथुमनाय जानबुं अनजिमायाव एसएमएसबो दैथायहरो, जों नोंथांनि खौरांनि बाहायथि नोंथांखौ फिननाय होनो थाखाबो खालामो जेब्ला नोंथाङा जोंजों सोमोन्दो खालामो आरो नायबिजिरनाय खालामनो, अजदफोरनि फिननाय होनो आरो सुस्रांनाय खालामनायनि थाखाय आरो सिबिथाय जाथायफोर (जेरै बग) नि थाखाय।",brx
2.3. रोखाथि खालामनाय।,brx
एकाउन्टफोरखौ रोखाथि खालामनायाव मददनि थाखाय जों नोंथांनि खाथिआव थानाय खौरांनि बाहायथि खालामो। पोषन ट्रेकार सामलायनाय आरो उनबिबुंसारनि गोनांथिनि थाखाय रेकर्डनि बाहायथि सावस्रि थासारिनि रोखाथिनि थाखाय खालामजानो हागौ।,brx
2.4. रैखाथि आरो आनजाद।,brx
"जों नोंथांनि डाटा (नोंथांनि कमिउनिकेसनफोरजों लोगोसे) नि बाहायथि रैखाथि थांखिफोरनि थाखाय एबा जानोहाथाव थगायनाय एबा जोंनि सिबिथायनि बोसोनफोरनि गुबुन सेफायनायफोरखौ होबथानाय एबा नायबिजिरनाय खालामनो आरो/ एबा जोंनि सोद्रोमाफोर, नायगिरिफोर एबा गुबुनफोरखौ ख'हा खालामनो नाजानायनि थाखाय खालामनाय जायो।",brx
खायदानि रैखाथि आरो जखा सुनायारिनि थाखाय एमडब्लिउसिडि दारा थिसननाय आनजादगिरिफोरनि दारा पोषन ट्रेकार खायदानि सानफ्रोमबो महराव आनजाद खालामनाय जायो। बे रोखोमै आनजादनि थाखाय रेकर्डनि बाहायथि खालामजानो हागौ।,brx
2.5. नायबिजिरनाय आरो सामलायनाय खामानिफोर।,brx
"जों नोंथांनि सिबिथायफोरखौ सामलायनाय खालामनायनि थाखायबो डाटानि बाहायथि खालामो, जेराव जोंनि दिन्थिनायनि बिबुंसार खालामो, जोंनि आयेनारी बिबानफोरखौ जाफुंसार खालामनाय, जोंनि मावनायगोहोनि जौगानाय खालामनाय आरो नायबिजिरनाय खालामनाया थाफायो। जों सिस्टेमाव सोदांनायनि थाखाय आरो सिस्टेमनि इयुन राहानि थाखाय सोमोन्दोगोनां एबा मददगिरि गासैबो खामानिनि थाखाय आरो गोदान टेक्न'ल'जिफोर आरो सिबिथायफोरखौ जौगाहोनो आरो राननायखौ खालामनायनि थाखाय माखासे गोनांजानाय सामलायनायनि थाखाय खौरांनि बाहायथि खालामनो हागौ।",brx
2.6. जरिप खालामनाय आरो हरफिननाय रादाबफोर।,brx
"सिस्टेमआ सिस्टेमनि दिन्थिफुंनाय आरो मोन्दांथिनि बागै हरफिननाय रादाबबो लायो। बे थांखिफोरनि थाखाय मुं, जानबुं अनजिमा, रेबथुमनानि खालार आरो सावस्रिनि थासारिनि खौरांनि बाहायथि खालामजानो हागौ",brx
3. खौरांनि राननाय,brx
3.1. सावस्रि दावगानायखौ संदाननाय।,brx
"गोजौ खोन्दो 1 नि बादियै रेबथुमनायनि समाव नोंथांनिफ्राय ज' खालामजानाय गावआरी खौरांखौ रैखाथि महराव खौसे खालामनाय जागोन आरो बेनि बाहायथि खालि भारत सरखार एबा रायजो सरखारनि दारा सावस्रि दावगानाय आरो थासारिनि सायाव नोजोर लाखिनो, रिपोर्ट थियारी खालामनो, गुदुं मानसावगारिफोर आरो गुबुन स्टेटिसटिक भिजुवेलाइजेसन थांखिफोरखौ हादराव पोषन ट्रेकारनि सामलायनायनि थांखिनि थाखाय खालामनाय जागोन। गोजौ खोन्दो 1 नि बादियै एसएमएसनि गेजेरजों नोंथांनिफ्राय जगाजग खालामनायनि थाखाय नोंथांनि बागै आइडि (जानबुं अनजिमा) खालि नोंथांनि गावआरी खौरांनि लोगोआव लोगो-सोमोन्दोगोनां जागोन।",brx
"जों नोंथांनि गनायथि गैयाजासे सोरबा गुबुन थामथि हानजाखौ नोंथांनि खौरांनि फोरमायथि एबा हाबदेरनायखौ खालामा, जेब्लासिम दि बेफोरबायदि गुमुर फोरमायनाय एबा जायगा सोलायनाय जाया:",brx
1. जायखि जाया बाहायजानाय आयेन एबा बिजिरसालिनि बिथोन एबा बिथोननि फालिनायखौ खालामनो थाखाय गोनांथार; एबा,brx
"2. जायखिजाया थि सरखारी एजेन्सिनि दारा बाहायजानाय आयेननि बादियै, गुबुन बाथ्राफोरजों लोगो लोगो, जायखिजाया दायगोनां खामानि एबा जाथायफोरनि सिनायथि, होबथानाय, खौरां लानाय, नायबिजिरनाय, आयेननि राहा लानाय एबा साजानि रोखाथि खालामनायनि थांखिजों खावला जानाय।",brx
3.2. आयेनारी गुमुर फोरमायनायफोर।,brx
"जों आयेनारी खावलायनाय, समन एबा गुबुन आयेनारी राहाफोरनि फिननायाव नोंथांनि खौरांखौ एक्सेस, संरैखा आरो राननाय खालामनो हायो एबा जुदि जोंनो मोनसे मोजां फोथायनाय दं दि गुमुर फोरमायनाय थि महरजों गोनांथि दं (1) थगायनाय एबा आयेन बेरेखा खामानिफोरनि सोमोन्दोआव नायबिजिरनाय, होबथानाय एबा आयेनारी राहा खालामनाय एबा सरखारि गोहोआव बाहायनाय एजेन्सिफोरनि हेफाजाब खालामनायनि थाखाय; (2) नोंथांजों लोगोसे जोंनि बुजिलायनायखौ बाहायनाय; (3) बबेबा थामथि हानजानि दाबिफोर एबा अजदफोरनि नायबिजिरनायखौ खालामनाय आरो बिसोरनि रैखाथि खालामना; (4) जोंनि सिबिथायफोरनि रैखाथि एबा सोलिबोनायखौ रैखा खालामनाय (जेरै समान खैफोदफोरनि मोगामोगि खालामनाय कम्पानिफोरजों लोगोसे राननाय); (5) सोरबा सुबुंनि मोथायफोर आरो रैखाथिनि बाहायथि एबा रैखा खालामनाय।",brx
4. हमथाना लाखिनाय,brx
"रेबथुमनायनि समाव खोन्दो 1 नि सिङाव नोंथांनिफ्राय खौसे खालामजानाय गासैबो गावआरी खौरां बैसिम लाखिनाय जागोन जेब्लासिम नोंथांनि रेकर्डआ मोननो हानायै थागोन आरो जुदि बबेबा फाहामथाय एबा प्रसासनिक हाबफादेरनाय खोन्दो 2 नि सिङाव जागायनाय जादों, अब्ला गाहायाव होजानाय खोन्दो 4 (बि) नि सिङाव, बेफोरबायदिनि थाखाय बेनि उननि बिदिन्थानि महराव बेफोरबायदि हाबफादेरनायखौ आबुं खालामनो थाखाय गोनांथार।",brx
"क्लोज 1नि सिङाव खौसे खालामजानाय गासैबो गावआरी खौरांखौ एप्लिकेसन सार्भाराव बैसिम लाखिनाय जागोन जाय बेफोरबायदि खौरां बै सुबुंफोरजों सोमोन्दोगोनां जायो, जायखौ हाबाफारिनि थाखाय रेबथुमनाय जादों।",brx
"पोषन ट्रेकारनि रेबथुमनाय बाहायगिरिफोरनि गावआरी डाटा एबा जायखिजाया रिपोर्ट, गुदुं मानसावगारि एबा बेफोरबायदि डाटासेटनि बाहायथि खालामनानै बानाय जानाय गुबुन भिजुवेलाइजेसननि दारा सोमजिनाय मिथिमोनै, बुथुमनाय डाटासेटाव बेयावहाय थि जेबो बाहायनाय जानाय नङा।",brx
5. मोनथायफोर,brx
"मोनसे रेबथुमनाय बाहायगिरिनि महराव, नोंथांहा जायखिजाया समाव नोंथांनि प्रफाइलसिम मोनहैनायनि मोनथाय दं। अदेबानि, सोलायनाया खालि पोषन ट्रेकार सिस्टेमनि दारा सम समाव थि खालाम जानाय बादियैनो खालाम जानो हागौ।",brx
नोंथाङा जोंनिफ्राय मोननो गोनां कमिउनिकेसनफोरनि सामलायनायखौ खालामनो हाया एबा नोंथाङा बेफोरखौ माबोरै मोननो हायो।,brx
6. डाटा रैखाथि,brx
"पोषन ट्रेकार प्लेटफर्माव नोंथांनि प्राइभेसि आरो गावआरी खौरांखौ ख'हा, गाज्रि बाहायनाय, बिबानगैयै मोनहैनाय, गुमुर फोरमायनाय, सिलिंखार आरो बाहायनाय आयेनफोरनि मानिनायाव खौरांनि सोलायनायनिफ्राय रैखा खालामनायनि थाखाय थि रैखाथि राहा आरो रैखा होनायफोर दं। बेनि अनगायै, जेब्लानो नोंथाङा सिस्टेमाव गावनि एकाउन्ट सोलायो एबा एक्सेस खालामो एबा बेजों सोमोन्दोगोनां बबेबा खौरां, जों मोनसे रैखाथि सार्भारनि बाहायथिनि दिन्थिफुंनायखौ खालामो। बेयो आरो रोखा खालामजायो दि जेब्लासिम नोंथाङा सिस्टेम (थोंजों एबा खेंसालिया महराव) नि बाहायथि आरो/ एबा बाहायथि खालामो, बेखौ रोखा खालामनायनि बिबान दं दि नोंथाङा गावनि स्टोराव गासैबो समाव नांगौ जखानि फिजिकेल, सामलायारी आरो टेकनिकेल रैखाथि राहा खालामगोन, नोंथांनि डाटानि सोलिबोनाय आरो रैखाथिखौ बानायना लाखिनायनि थाखाय जेराव नोंथांनि गावआरी खौरां थाफागोन आरो सिमागोनां जानाय नङा।",brx
7. प्राइभेसि पलिसिआव सोलायनायफोर,brx
"पोषन ट्रेकारा बे प्राइभेसि पलिसिनि जायखिजाया बाहागोखौ जायखिजाया समाव सोलायनो, सोदांनाय खालामनो, दाजाबनो एबा बोखारनायनि बोसोन गैयै मोनथाय रैखाथि लाखियो, नोंथांखौ जर'खा महराव बेफोर सोलायनायफोरनि बागै फोरमाया लासिनो खालामो। जायखिजाया सोलायनाय एबा आपडेटआ लोगो लोगो गोहोमनां जागोन। सोलायनायफोरनि थाखाय नोंथांखौ बे प्राइभेसि पलिसिनि सानफ्रोमबो महराव नाबिजिरनो नांगौ।",brx
"जों बे प्राइभेसि पलिसिआव जायखिजाया फिजिकेल सोलायनायनि बागै गासैबो बाहायगिरिफोरखौ सरासनस्रायै मिथिहोनो थाखाय फालांगियारी महराव थि नाजानायफोरखौ बाहायगोन, जेरैहाय सिस्टेमाव मोनसे गोदान मिथिलाइनि गेजेरजों। अदेबानि, सिस्टेमनि मोनसे बाहायगिरिफोरनि महराव, नोंथांनि बबेबा सोलायनायनि थाखाय सानफ्रोमबो महराव प्राइभेसि पलिसिनि नायबिजिरनाय खालामनो नांगौ। जों बे प्राइभेसि पलिसिनि गोजौआव ""जोबथा आपडेट"" खालारबो आपडेट खालामगोन, जाय बे प्राइभेसि पलिसिनि गोहोम गोग्लैनाय खालारखौ फोरमायगोन। गोदान प्राइभेसि पलिसिनि खालारनि उनाव सिस्टेमनि नोंथांनि सोलिबाय थानाय मोनहैनाय एबा बाहायथि गोदान प्राइभेसि पलिसिनि नोंथांनि राजिनि दानाय खालामो। जुदि नोंथाङा गोदान प्राइभेसि पलिसिजों गनायथि जाया, अब्ला नोंथांनि सिस्टेमसिम मोनहैनाय आरो/ एबा बाहायथि खालामनायखौ बन्द खालामना होनो नांगौ। नोंथाङा बेजों गनायथि खालामो दि नोंथांनि खौरांनि जायखिजाया ज' खालामनाय, स्टोरेज, प्रसेसिं एबा गुबुन बाहायथिनि बेफोरबायदि ज' खालामनाय, स्टोरेज, प्रोसेसिं एबा गुबुन बाहायथिनि समाव बाहायजानाय प्राइभेसि पलिसिनि दारा सामलायनाय जागोन।",brx
पसान ट्रेकाराव मोननो हानाय खाबुफोर,brx
मावग्राफोरनि हाबानि सायाव जोंहा फोथाइनाय दं। पसान ट्रेकारा मिनिस्ट्रि अफ वमेन एन्ड चाइल्ड देभेलप्मेन्टनि मोनसे मावथांखि। डिजिटेल इन्डिया कर्परेसनआ MoWCD नि मोनसे आरोंदायारि लोगो। पसान ट्रेकारा भारतनिफ्राइ मालनिउट्रेसनखौ फोजोबनायनि थांखिखौ लाना हाबा मावो। बेयो पसान अभिजाननि गेजेरजों मोननो हानाय खाबुफोरखौ मोजाङै होदों ना होआखै बेफोरखौ नायफामनाय आरो फोसाबनायनि मोनसे मावनाय आदबनि म'हराव खामानि मावो।.,brx
साख्रि होनाय,brx
भिदिअ कनफारेन्स,brx
समबारनिफ्राय सुक्रबारसिम,brx
 | ,brx
बुक भि.सि,brx
जुगाजगाव था,brx
"आयजो आरो खुदिया जौगाखां सरकारि बिफान, भारत सरकार शास्त्री भवन गोदान दिल्ली",brx
support-poshantrackr[at]gov[dot]in,brx
